,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1253023880.380564,1385284382.0889156,True,,15,,,,2023-12-05T21:16:00.000Z,5.771944883498252,329242359.27457976,17.0682,-0.2963949,3.62201737,9.14568636,20.43762832,41.78063046,36.26566642,7232384775.263721,0.455,7995785101.39,,2023-12-05T21:16:00.000Z,,,,,,2023-12-05 16:17:39.049218
0,1,Bitcoin,BTC,bitcoin,10599,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19562031.0,19562031.0,False,,1,,,,2023-12-05T21:18:00.000Z,43742.32039218572,34860407099.91576,-12.4398,0.2703086,4.78252244,14.63600025,24.93930623,56.38254217,70.25245314,855688627523.8693,53.8326,918588728235.9,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:18:39.282022
1,1027,Ethereum,ETH,ethereum,7963,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120230295.78434539,120230295.78434539,True,,2,,,,2023-12-05T21:18:00.000Z,2267.244841320526,14809328974.830584,-11.6718,0.00128242,1.81478778,9.93499971,20.30129143,37.66886979,39.07850106,272591517887.49808,17.1489,272591517887.5,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:18:39.282022
2,825,Tether USDt,USDT,tether,67361,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89814116890.37746,92609951831.97562,True,,3,,,,2023-12-05T21:17:00.000Z,1.0001497361376899,58513872828.27831,-21.2857,0.01414812,0.02137223,-0.02496576,-0.05424215,-0.03305261,0.082563,89827565309.35065,5.6531,92623818888.47,,2023-12-05T21:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-05 16:18:39.282022
3,1839,BNB,BNB,bnb,1813,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151697927.87258565,151697927.87258565,False,,4,,,,2023-12-05T21:17:00.000Z,230.5195092922529,846184666.887765,-60.5466,-0.21187652,-0.52408673,-0.24351108,-5.35091373,8.02063254,7.43432099,34969331893.84002,2.2007,34969331893.84,,2023-12-05T21:17:00.000Z,,,,,,2023-12-05 16:18:39.282022
4,52,XRP,XRP,xrp,1166,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-05T21:18:00.000Z,0.6204947041978831,1426331380.7208765,-26.0258,-0.33723165,-0.27602683,1.32273267,-5.03099255,17.82649666,23.72691589,33437573285.281025,2.1043,62049470419.79,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:18:39.282022
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424473267.0161843,564189723.3474636,True,,6,,,,2023-12-05T21:18:00.000Z,60.96403846522077,1685412073.6009185,-24.9772,-0.7370536,-0.67233248,4.38282615,49.17805909,160.63465599,210.78902878,25877604577.832584,1.628,34395283995.84,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:18:39.282022
6,3408,USDC,USDC,usd-coin,15282,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24242639224.78403,24242639224.78403,False,,7,,,,2023-12-05T21:17:00.000Z,1.0001260960970435,6638802459.82022,-11.0852,0.01111779,0.01992359,0.03735066,0.01506062,0.00958427,0.01359476,24245696126.97231,1.5255,24245696126.97,,2023-12-05T21:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-05 16:18:39.282022
7,2010,Cardano,ADA,cardano,990,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35315362824.325,36410042820.425,False,,8,,,,2023-12-05T21:17:00.000Z,0.4182220650614744,489253366.4489184,-11.5506,-1.16522729,4.15904969,8.06949997,21.09472653,57.69487529,62.70287646,14769663968.784424,0.9295,18819992927.77,,2023-12-05T21:17:00.000Z,,,,,,2023-12-05 16:18:39.282022
8,74,Dogecoin,DOGE,dogecoin,837,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142112936383.70526,142112936383.70526,True,,9,,,,2023-12-05T21:18:00.000Z,0.09283029636866703,1128765472.7963831,-11.5756,-1.7517803,3.61707024,14.94293899,30.52133124,51.2427406,46.48575315,13192386002.320883,0.83,13192386002.32,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:18:39.282022
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88500498345.32623,88500539850.86812,True,,10,71659659264.0,7417685303.954106,,2023-12-05T21:17:00.000Z,0.1035127068721713,271459238.3976304,-19.0337,-0.12529062,0.21372068,-0.02418603,5.40713923,18.83365127,32.1864142,9160926143.260836,0.5763,9160930439.61,,2023-12-05T21:17:00.000Z,,,,,,2023-12-05 16:18:39.282022
10,1975,Chainlink,LINK,chainlink,1481,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-05T21:17:00.000Z,15.534409484367796,626556809.3522322,-37.9852,-1.031725,-0.50041128,6.13344293,29.71926264,102.01244241,148.46561037,8650335462.371696,0.5444,15534409484.37,,2023-12-05T21:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-05 16:18:39.282022
11,5805,Avalanche,AVAX,avalanche,576,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365223532.1367796,433256442.1367796,False,,12,,,,2023-12-05T21:17:00.000Z,23.468985383284142,727884688.0958912,7.009,-1.37993063,6.80007128,13.2465762,90.52005596,120.31556934,136.66491683,8571425737.349486,0.5392,16897669475.96,,2023-12-05T21:17:00.000Z,,,,,,2023-12-05 16:18:39.282022
12,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3454271084.2514553,5099154609.541406,True,,13,3414166606.0,8235489942.87552,,2023-12-05T21:18:00.000Z,2.4121523326959515,50239021.81731685,11.6615,-0.01243399,1.35052245,-1.97518885,5.9417668,12.25501906,32.17091066,8332228053.641321,0.5244,12299937686.18,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:18:39.282022
13,3890,Polygon,MATIC,polygon,1125,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275188724.133068,10000000000.0,False,,14,,,,2023-12-05T21:17:00.000Z,0.8044265139594583,444624381.73909926,-39.1018,-0.72846902,0.35810309,6.70042391,16.69732937,42.55278187,44.6258417,7461207731.67044,0.4694,8044265139.59,,2023-12-05T21:17:00.000Z,,,,,,2023-12-05 16:18:39.282022
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1253023880.380564,1385284382.0889156,True,,15,,,,2023-12-05T21:18:00.000Z,5.770948962885874,329256391.98765963,17.033,-0.27049922,3.60913057,9.14026925,20.4022908,41.7495967,36.23411167,7231136862.953449,0.4549,7994405468.12,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:18:39.282022
0,1,Bitcoin,BTC,bitcoin,10599,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19562031.0,19562031.0,False,,1,,,,2023-12-05T21:19:00.000Z,43770.80652925369,34860475991.09398,-12.4362,0.33288603,4.84505293,14.74208523,25.02111837,56.47185448,70.3597333,856245874220.2632,53.8677,919186937114.33,,2023-12-05T21:19:00.000Z,,,,,,2023-12-05 16:19:39.552928
1,1027,Ethereum,ETH,ethereum,7963,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120230295.78434539,120230295.78434539,True,,2,,,,2023-12-05T21:19:00.000Z,2267.7028538862637,14809925230.368942,-11.6612,0.07976604,1.84960047,9.96106517,20.31155811,37.6948819,39.11167329,272646584873.74966,17.1524,272646584873.75,,2023-12-05T21:19:00.000Z,,,,,,2023-12-05 16:19:39.552928
2,825,Tether USDt,USDT,tether,67361,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89814116890.37746,92609951831.97562,True,,3,,,,2023-12-05T21:18:00.000Z,1.0000979406633024,58523176025.0737,-21.2797,0.01567334,0.01628875,-0.01543506,-0.05533889,-0.0452967,0.08403598,89822913344.55962,5.6528,92619022112.09,,2023-12-05T21:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-05 16:19:39.552928
3,1839,BNB,BNB,bnb,1813,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151697927.87258565,151697927.87258565,False,,4,,,,2023-12-05T21:18:00.000Z,230.53306042474878,846174765.7497847,-60.5509,-0.18684621,-0.50909656,-0.2404728,-5.34582067,8.02327808,7.44691081,34971387572.559975,2.2008,34971387572.56,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:19:39.552928
4,52,XRP,XRP,xrp,1166,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53888571585.0,99988188647.0,False,,5,,,,2023-12-05T21:19:00.000Z,0.6211181353652823,1426482642.5152595,-26.0121,-0.13159388,-0.19544285,1.404068,-4.98938407,17.90020321,23.84923567,33471169100.373734,2.1064,62111813536.53,,2023-12-05T21:19:00.000Z,,,,,,2023-12-05 16:19:39.552928
5,5426,Solana,SOL,solana,557,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,424473267.0161843,564189723.3474636,True,,6,,,,2023-12-05T21:18:00.000Z,60.96403846522077,1685412073.6009185,-24.9772,-0.7370536,-0.67233248,4.38282615,49.17805909,160.63465599,210.78902878,25877604577.832584,1.628,34395283995.84,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:19:39.552928
6,3408,USDC,USDC,usd-coin,15282,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,24242639224.78403,24242639224.78403,False,,7,,,,2023-12-05T21:18:00.000Z,1.0000682797719644,6639244406.00655,-11.0802,-0.0003082,0.01796573,0.0410766,0.0117182,0.0010551,0.01269749,24244294506.662117,1.5265,24244294506.66,,2023-12-05T21:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-12-05 16:19:39.552928
7,2010,Cardano,ADA,cardano,990,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35315362824.325,36410042820.425,False,,8,,,,2023-12-05T21:18:00.000Z,0.41822754358613623,489357966.5538477,-11.5393,-1.1474611,4.1497994,8.06717571,21.08911991,57.69716115,62.69117733,14769857444.870598,0.9295,18820239461.38,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:19:39.552928
8,74,Dogecoin,DOGE,dogecoin,837,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142112936383.70526,142112936383.70526,True,,9,,,,2023-12-05T21:19:00.000Z,0.09297233813989354,1128854919.2806141,-11.559,-1.34164778,3.84028148,15.09759819,30.71840042,51.43144103,46.71457234,13212571975.519026,0.8312,13212571975.52,,2023-12-05T21:19:00.000Z,,,,,,2023-12-05 16:19:39.552928
9,1958,TRON,TRX,tron,882,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88500498345.32623,88500539850.86812,True,,10,71659659264.0,7417342449.067289,,2023-12-05T21:18:00.000Z,0.10350792238267835,271536977.6285504,-19.0107,-0.12729306,0.21457879,-0.02891962,5.40702639,18.8269749,32.1904281,9160502713.556381,0.5763,9160507009.71,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:19:39.552928
10,1975,Chainlink,LINK,chainlink,1481,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,11,,,,2023-12-05T21:18:00.000Z,15.535044646354915,626814835.1597689,-37.9643,-1.00563227,-0.49250931,6.11069811,29.71164374,102.01959185,148.48723123,8650689152.305456,0.5444,15535044646.35,,2023-12-05T21:18:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-12-05 16:19:39.552928
11,5805,Avalanche,AVAX,avalanche,576,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,365223532.1367796,433256442.1367796,False,,12,,,,2023-12-05T21:18:00.000Z,23.473536250205832,728138574.1962295,7.0224,-1.35993368,6.82944688,13.26822578,90.52414492,120.35817391,136.7118636,8573087821.040911,0.5393,16900946100.15,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:19:39.552928
12,11419,Toncoin,TON,toncoin,175,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3454271084.2514553,5099154609.541406,True,,13,3414166606.0,8236524903.275789,,2023-12-05T21:19:00.000Z,2.4124554697480365,50239930.63734622,11.6679,0.02014664,1.38908058,-1.40500134,5.96362163,12.19945464,32.16964339,8333275171.194904,0.5244,12301483428.88,,2023-12-05T21:19:00.000Z,,,,,,2023-12-05 16:19:39.552928
13,3890,Polygon,MATIC,polygon,1125,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9275188724.133068,10000000000.0,False,,14,,,,2023-12-05T21:18:00.000Z,0.8045914344720558,444677064.44038343,-39.0963,-0.68032943,0.37677298,6.72119699,16.71977022,42.57499626,44.65133254,7462737400.549263,0.4695,8045914344.72,,2023-12-05T21:18:00.000Z,,,,,,2023-12-05 16:19:39.552928
14,6636,Polkadot,DOT,polkadot-new,630,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1253023880.380564,1385284382.0889156,True,,15,,,,2023-12-05T21:19:00.000Z,5.770918289142986,329222148.7855774,17.0279,-0.14621891,3.58733348,9.15995953,20.39515097,41.73655407,36.20910052,7231098428.02111,0.4549,7994362976.26,,2023-12-05T21:19:00.000Z,,,,,,2023-12-05 16:19:39.552928
0,1,Bitcoin,BTC,bitcoin,10599,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19562031.0,19562031.0,False,,1,,,,2023-12-05T21:20:00.000Z,43798.298103849105,34879425876.97937,-12.4498,0.47189772,4.88419923,14.8188907,25.13778081,56.57722566,70.45100656,856783665254.7374,53.9015,919764260180.83,,2023-12-05T21:20:00.000Z,,,,,,2023-12-05 16:20:39.844040
1,1027,Ethereum,ETH,ethereum,7963,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120230295.78434539,120230295.78434539,True,,2,,,,2023-12-05T21:20:00.000Z,2267.799161025124,14832878206.591179,-11.5465,0.15714681,1.8353459,9.95368432,20.34651647,37.71108702,39.10734034,272658163909.54095,17.154,272658163909.54,,2023-12-05T21:20:00.000Z,,,,,,2023-12-05 16:20:39.844040
2,825,Tether USDt,USDT,tether,67361,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,89814116890.37746,92609951831.97562,True,,3,,,,2023-12-05T21:19:00.000Z,1.000052538021412,58516367569.88029,-21.2803,0.01725663,0.02270147,-0.03182856,-0.06738176,-0.05213601,0.06986786,89818835546.37375,5.6525,92614817375.61,,2023-12-05T21:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-12-05 16:20:39.844040
3,1839,BNB,BNB,bnb,1813,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151697927.87258565,151697927.87258565,False,,4,,,,2023-12-05T21:19:00.000Z,230.65638235903918,846232940.7791026,-60.5434,-0.06144898,-0.4561926,-0.18891944,-5.29716168,8.06770225,7.51347865,34990095254.453064,2.202,34990095254.45,,2023-12-05T21:19:00.000Z,,,,,,2023-12-05 16:20:39.844040
